name	min_sharpe	mean_sharpe	mean_ann_ret	mean_total_ret	lieflow_influence	coverage	composite	eligible
hybrid fb c0.00 s20 w0.5 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c0.00 s22 w0.2 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.2 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.3 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.3 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.4 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.4 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.5 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.5 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c0.90 s14 w0.2 e0.50-1.00	-0.4735	0.4841	0.0307	0.1154	0.3968	92.59%	-100.4735	False
hybrid fb c0.90 s14 w0.2 e0.75-1.00	-0.4735	0.4841	0.0307	0.1154	0.3968	92.59%	-100.4735	False
hybrid fb c0.90 s14 w0.3 e0.50-1.00	-0.4734	0.4842	0.0307	0.1154	0.3968	92.59%	-100.4734	False
hybrid fb c0.90 s14 w0.3 e0.75-1.00	-0.4734	0.4842	0.0307	0.1154	0.3968	92.59%	-100.4734	False
hybrid fb c0.90 s14 w0.4 e0.50-1.00	-0.4732	0.4843	0.0307	0.1154	0.3968	92.59%	-100.4732	False
hybrid fb c0.90 s14 w0.4 e0.75-1.00	-0.4732	0.4843	0.0307	0.1154	0.3968	92.59%	-100.4732	False
hybrid fb c0.90 s14 w0.5 e0.50-1.00	-0.4730	0.4843	0.0307	0.1155	0.3968	92.59%	-100.4730	False
hybrid fb c0.90 s14 w0.5 e0.75-1.00	-0.4730	0.4843	0.0307	0.1155	0.3968	92.59%	-100.4730	False
hybrid fb c0.90 s16 w0.2 e0.50-1.00	-0.4681	0.4839	0.0303	0.1143	0.3968	92.59%	-100.4681	False
hybrid fb c0.90 s16 w0.2 e0.75-1.00	-0.4681	0.4839	0.0303	0.1143	0.3968	92.59%	-100.4681	False
hybrid fb c0.90 s16 w0.3 e0.50-1.00	-0.4680	0.4840	0.0303	0.1143	0.3968	92.59%	-100.4680	False
hybrid fb c0.90 s16 w0.3 e0.75-1.00	-0.4680	0.4840	0.0303	0.1143	0.3968	92.59%	-100.4680	False
hybrid fb c0.90 s16 w0.4 e0.50-1.00	-0.4678	0.4841	0.0303	0.1143	0.3968	92.59%	-100.4678	False
hybrid fb c0.90 s16 w0.4 e0.75-1.00	-0.4678	0.4841	0.0303	0.1143	0.3968	92.59%	-100.4678	False
hybrid fb c0.90 s16 w0.5 e0.50-1.00	-0.4677	0.4842	0.0303	0.1143	0.3968	92.59%	-100.4677	False
hybrid fb c0.90 s16 w0.5 e0.75-1.00	-0.4677	0.4842	0.0303	0.1143	0.3968	92.59%	-100.4677	False
hybrid fb c0.90 s18 w0.2 e0.50-1.00	-0.4858	0.4776	0.0297	0.1126	0.3968	92.59%	-100.4858	False
hybrid fb c0.90 s18 w0.2 e0.75-1.00	-0.4858	0.4776	0.0297	0.1126	0.3968	92.59%	-100.4858	False
hybrid fb c0.90 s18 w0.3 e0.50-1.00	-0.4857	0.4777	0.0297	0.1126	0.3968	92.59%	-100.4857	False
hybrid fb c0.90 s18 w0.3 e0.75-1.00	-0.4857	0.4777	0.0297	0.1126	0.3968	92.59%	-100.4857	False
hybrid fb c0.90 s18 w0.4 e0.50-1.00	-0.4855	0.4778	0.0297	0.1127	0.3968	92.59%	-100.4855	False
hybrid fb c0.90 s18 w0.4 e0.75-1.00	-0.4855	0.4778	0.0297	0.1127	0.3968	92.59%	-100.4855	False
hybrid fb c0.90 s18 w0.5 e0.50-1.00	-0.4853	0.4779	0.0297	0.1127	0.3968	92.59%	-100.4853	False
hybrid fb c0.90 s18 w0.5 e0.75-1.00	-0.4853	0.4779	0.0297	0.1127	0.3968	92.59%	-100.4853	False
hybrid fb c0.90 s20 w0.2 e0.50-1.00	-0.4945	0.4592	0.0280	0.1086	0.3968	92.59%	-100.4945	False
hybrid fb c0.90 s20 w0.2 e0.75-1.00	-0.4945	0.4592	0.0280	0.1086	0.3968	92.59%	-100.4945	False
hybrid fb c0.90 s20 w0.3 e0.50-1.00	-0.4943	0.4593	0.0280	0.1086	0.3968	92.59%	-100.4943	False
hybrid fb c0.90 s20 w0.3 e0.75-1.00	-0.4943	0.4593	0.0280	0.1086	0.3968	92.59%	-100.4943	False
hybrid fb c0.90 s20 w0.4 e0.50-1.00	-0.4941	0.4594	0.0280	0.1086	0.3968	92.59%	-100.4941	False
hybrid fb c0.90 s20 w0.4 e0.75-1.00	-0.4941	0.4594	0.0280	0.1086	0.3968	92.59%	-100.4941	False
hybrid fb c0.90 s20 w0.5 e0.50-1.00	-0.4939	0.4595	0.0280	0.1086	0.3968	92.59%	-100.4939	False
hybrid fb c0.90 s20 w0.5 e0.75-1.00	-0.4939	0.4595	0.0280	0.1086	0.3968	92.59%	-100.4939	False
hybrid fb c0.90 s22 w0.2 e0.50-1.00	-0.5119	0.4564	0.0277	0.1088	0.3968	92.59%	-100.5119	False
hybrid fb c0.90 s22 w0.2 e0.75-1.00	-0.5119	0.4564	0.0277	0.1088	0.3968	92.59%	-100.5119	False
hybrid fb c0.90 s22 w0.3 e0.50-1.00	-0.5117	0.4565	0.0277	0.1089	0.3968	92.59%	-100.5117	False
hybrid fb c0.90 s22 w0.3 e0.75-1.00	-0.5117	0.4565	0.0277	0.1089	0.3968	92.59%	-100.5117	False
hybrid fb c0.90 s22 w0.4 e0.50-1.00	-0.5115	0.4566	0.0277	0.1089	0.3968	92.59%	-100.5115	False
hybrid fb c0.90 s22 w0.4 e0.75-1.00	-0.5115	0.4566	0.0277	0.1089	0.3968	92.59%	-100.5115	False
hybrid fb c0.90 s22 w0.5 e0.50-1.00	-0.5113	0.4567	0.0277	0.1089	0.3968	92.59%	-100.5113	False
hybrid fb c0.90 s22 w0.5 e0.75-1.00	-0.5113	0.4567	0.0277	0.1089	0.3968	92.59%	-100.5113	False
hybrid fb c1.00 s14 w0.2 e0.50-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.2 e0.75-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.3 e0.50-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.3 e0.75-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.4 e0.50-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.4 e0.75-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.5 e0.50-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s14 w0.5 e0.75-1.00	-0.4652	0.4891	0.0312	0.1164	0.3968	92.06%	-100.4652	False
hybrid fb c1.00 s16 w0.2 e0.50-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.2 e0.75-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.3 e0.50-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.3 e0.75-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.4 e0.50-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.4 e0.75-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.5 e0.50-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s16 w0.5 e0.75-1.00	-0.4618	0.4880	0.0306	0.1151	0.3968	92.06%	-100.4618	False
hybrid fb c1.00 s18 w0.2 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.2 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.3 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.3 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.4 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.4 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.5 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s18 w0.5 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.3968	92.06%	-100.4756	False
hybrid fb c1.00 s20 w0.2 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.2 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.3 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.3 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.4 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.4 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.5 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s20 w0.5 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.3968	92.06%	-100.4801	False
hybrid fb c1.00 s22 w0.2 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.2 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.3 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.3 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.4 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.4 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.5 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.00 s22 w0.5 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.3968	92.06%	-100.4941	False
hybrid fb c1.02 s14 w0.2 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.2 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.3 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.3 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.4 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.4 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.5 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s14 w0.5 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.02 s16 w0.2 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.2 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.3 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.3 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.4 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.4 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.5 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s16 w0.5 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.02 s18 w0.2 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.2 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.3 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.3 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.4 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.4 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.5 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s18 w0.5 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.02 s20 w0.2 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.2 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.3 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.3 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.4 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.4 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.5 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s20 w0.5 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.02 s22 w0.2 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.2 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.3 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.3 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.4 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.4 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.5 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.02 s22 w0.5 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s14 w0.2 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.2 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.3 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.3 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.4 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.4 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.5 e0.50-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s14 w0.5 e0.75-1.00	-0.6039	0.4209	0.0270	0.1072	0.5772	88.46%	-100.6039	False
hybrid fb c1.05 s16 w0.2 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.2 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.3 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.3 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.4 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.4 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.5 e0.50-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s16 w0.5 e0.75-1.00	-0.6056	0.4175	0.0263	0.1054	0.5772	88.46%	-100.6056	False
hybrid fb c1.05 s18 w0.2 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.2 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.3 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.3 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.4 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.4 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.5 e0.50-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s18 w0.5 e0.75-1.00	-0.6218	0.4121	0.0258	0.1040	0.5772	88.46%	-100.6218	False
hybrid fb c1.05 s20 w0.2 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.2 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.3 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.3 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.4 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.4 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.5 e0.50-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s20 w0.5 e0.75-1.00	-0.6224	0.3972	0.0245	0.1007	0.5772	88.46%	-100.6224	False
hybrid fb c1.05 s22 w0.2 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.2 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.3 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.3 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.4 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.4 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.5 e0.50-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.05 s22 w0.5 e0.75-1.00	-0.6339	0.3973	0.0244	0.1016	0.5772	88.46%	-100.6339	False
hybrid fb c1.10 s14 w0.2 e0.50-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.2 e0.75-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.3 e0.50-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.3 e0.75-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.4 e0.50-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.4 e0.75-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
hybrid fb c1.10 s14 w0.5 e0.50-1.00	-0.6832	0.3771	0.0242	0.1009	0.5992	88.02%	-100.6832	False
