name	min_sharpe	mean_sharpe	mean_ann_ret	mean_total_ret	lieflow_influence	coverage	composite	eligible
hybrid fb c0.00 s18 w0.3 e0.25-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.4 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.4 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.4 e0.25-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.5 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.5 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.5 e0.25-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.6 e0.50-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.6 e0.75-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s18 w0.6 e0.25-1.00	-0.4756	0.4837	0.0302	0.1139	0.0000	92.06%	-100.4756	False
hybrid fb c0.00 s20 w0.2 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.2 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.2 e0.25-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.3 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.3 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.3 e0.25-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.4 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.4 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.4 e0.25-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.5 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.5 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.5 e0.25-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.6 e0.50-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.6 e0.75-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s20 w0.6 e0.25-1.00	-0.4801	0.4672	0.0287	0.1102	0.0000	92.06%	-100.4801	False
hybrid fb c0.00 s22 w0.2 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.2 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.2 e0.25-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.3 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.3 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.3 e0.25-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.4 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.4 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.4 e0.25-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.5 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.5 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.5 e0.25-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.6 e0.50-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.6 e0.75-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s22 w0.6 e0.25-1.00	-0.4941	0.4661	0.0285	0.1108	0.0000	92.06%	-100.4941	False
hybrid fb c0.00 s25 w0.2 e0.50-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.2 e0.75-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.2 e0.25-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.3 e0.50-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.3 e0.75-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.3 e0.25-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.4 e0.50-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.4 e0.75-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.4 e0.25-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.5 e0.50-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.5 e0.75-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.5 e0.25-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.6 e0.50-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.6 e0.75-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.00 s25 w0.6 e0.25-1.00	-0.4961	0.4607	0.0278	0.1091	0.0000	92.06%	-100.4961	False
hybrid fb c0.80 s12 w0.2 e0.50-1.00	0.0053	0.6911	0.0488	0.1539	0.2144	96.35%	-99.9947	False
hybrid fb c0.80 s12 w0.2 e0.75-1.00	0.0053	0.6911	0.0488	0.1539	0.2144	96.35%	-99.9947	False
hybrid fb c0.80 s12 w0.2 e0.25-1.00	0.0053	0.6911	0.0488	0.1539	0.2144	96.35%	-99.9947	False
hybrid fb c0.80 s12 w0.3 e0.50-1.00	-0.0005	0.6888	0.0486	0.1533	0.2144	96.35%	-100.0005	False
hybrid fb c0.80 s12 w0.3 e0.75-1.00	-0.0005	0.6888	0.0486	0.1533	0.2144	96.35%	-100.0005	False
hybrid fb c0.80 s12 w0.3 e0.25-1.00	-0.0005	0.6888	0.0486	0.1533	0.2144	96.35%	-100.0005	False
hybrid fb c0.80 s12 w0.4 e0.50-1.00	-0.0068	0.6862	0.0483	0.1527	0.2144	96.35%	-100.0068	False
hybrid fb c0.80 s12 w0.4 e0.75-1.00	-0.0068	0.6862	0.0483	0.1527	0.2144	96.35%	-100.0068	False
hybrid fb c0.80 s12 w0.4 e0.25-1.00	-0.0068	0.6862	0.0483	0.1527	0.2144	96.35%	-100.0068	False
hybrid fb c0.80 s12 w0.5 e0.50-1.00	-0.0135	0.6834	0.0480	0.1520	0.2144	96.35%	-100.0135	False
hybrid fb c0.80 s12 w0.5 e0.75-1.00	-0.0135	0.6834	0.0480	0.1520	0.2144	96.35%	-100.0135	False
hybrid fb c0.80 s12 w0.5 e0.25-1.00	-0.0135	0.6834	0.0480	0.1520	0.2144	96.35%	-100.0135	False
hybrid fb c0.80 s12 w0.6 e0.50-1.00	-0.0205	0.6804	0.0477	0.1513	0.2144	96.35%	-100.0205	False
hybrid fb c0.80 s12 w0.6 e0.75-1.00	-0.0205	0.6804	0.0477	0.1513	0.2144	96.35%	-100.0205	False
hybrid fb c0.80 s12 w0.6 e0.25-1.00	-0.0205	0.6804	0.0477	0.1513	0.2144	96.35%	-100.0205	False
hybrid fb c0.80 s14 w0.2 e0.50-1.00	0.0167	0.7171	0.0508	0.1626	0.2144	96.35%	-99.9833	False
hybrid fb c0.80 s14 w0.2 e0.75-1.00	0.0167	0.7171	0.0508	0.1626	0.2144	96.35%	-99.9833	False
hybrid fb c0.80 s14 w0.2 e0.25-1.00	0.0167	0.7171	0.0508	0.1626	0.2144	96.35%	-99.9833	False
hybrid fb c0.80 s14 w0.3 e0.50-1.00	0.0109	0.7148	0.0506	0.1620	0.2144	96.35%	-99.9891	False
hybrid fb c0.80 s14 w0.3 e0.75-1.00	0.0109	0.7148	0.0506	0.1620	0.2144	96.35%	-99.9891	False
hybrid fb c0.80 s14 w0.3 e0.25-1.00	0.0109	0.7148	0.0506	0.1620	0.2144	96.35%	-99.9891	False
hybrid fb c0.80 s14 w0.4 e0.50-1.00	0.0046	0.7122	0.0503	0.1613	0.2144	96.35%	-99.9954	False
hybrid fb c0.80 s14 w0.4 e0.75-1.00	0.0046	0.7122	0.0503	0.1613	0.2144	96.35%	-99.9954	False
hybrid fb c0.80 s14 w0.4 e0.25-1.00	0.0046	0.7122	0.0503	0.1613	0.2144	96.35%	-99.9954	False
hybrid fb c0.80 s14 w0.5 e0.50-1.00	-0.0020	0.7095	0.0500	0.1606	0.2144	96.35%	-100.0020	False
hybrid fb c0.80 s14 w0.5 e0.75-1.00	-0.0020	0.7095	0.0500	0.1606	0.2144	96.35%	-100.0020	False
hybrid fb c0.80 s14 w0.5 e0.25-1.00	-0.0020	0.7095	0.0500	0.1606	0.2144	96.35%	-100.0020	False
hybrid fb c0.80 s14 w0.6 e0.50-1.00	-0.0089	0.7066	0.0497	0.1599	0.2144	96.35%	-100.0089	False
hybrid fb c0.80 s14 w0.6 e0.75-1.00	-0.0089	0.7066	0.0497	0.1599	0.2144	96.35%	-100.0089	False
hybrid fb c0.80 s14 w0.6 e0.25-1.00	-0.0089	0.7066	0.0497	0.1599	0.2144	96.35%	-100.0089	False
hybrid fb c0.80 s16 w0.2 e0.50-1.00	0.0292	0.7198	0.0507	0.1625	0.2144	96.35%	-99.9708	False
hybrid fb c0.80 s16 w0.2 e0.75-1.00	0.0292	0.7198	0.0507	0.1625	0.2144	96.35%	-99.9708	False
hybrid fb c0.80 s16 w0.2 e0.25-1.00	0.0292	0.7198	0.0507	0.1625	0.2144	96.35%	-99.9708	False
hybrid fb c0.80 s16 w0.3 e0.50-1.00	0.0233	0.7174	0.0505	0.1618	0.2144	96.35%	-99.9767	False
hybrid fb c0.80 s16 w0.3 e0.75-1.00	0.0233	0.7174	0.0505	0.1618	0.2144	96.35%	-99.9767	False
hybrid fb c0.80 s16 w0.3 e0.25-1.00	0.0233	0.7174	0.0505	0.1618	0.2144	96.35%	-99.9767	False
hybrid fb c0.80 s16 w0.4 e0.50-1.00	0.0169	0.7147	0.0502	0.1612	0.2144	96.35%	-99.9831	False
hybrid fb c0.80 s16 w0.4 e0.75-1.00	0.0169	0.7147	0.0502	0.1612	0.2144	96.35%	-99.9831	False
hybrid fb c0.80 s16 w0.4 e0.25-1.00	0.0169	0.7147	0.0502	0.1612	0.2144	96.35%	-99.9831	False
hybrid fb c0.80 s16 w0.5 e0.50-1.00	0.0101	0.7119	0.0499	0.1604	0.2144	96.35%	-99.9899	False
hybrid fb c0.80 s16 w0.5 e0.75-1.00	0.0101	0.7119	0.0499	0.1604	0.2144	96.35%	-99.9899	False
hybrid fb c0.80 s16 w0.5 e0.25-1.00	0.0101	0.7119	0.0499	0.1604	0.2144	96.35%	-99.9899	False
hybrid fb c0.80 s16 w0.6 e0.50-1.00	0.0030	0.7090	0.0496	0.1597	0.2144	96.35%	-99.9970	False
hybrid fb c0.80 s16 w0.6 e0.75-1.00	0.0030	0.7090	0.0496	0.1597	0.2144	96.35%	-99.9970	False
hybrid fb c0.80 s16 w0.6 e0.25-1.00	0.0030	0.7090	0.0496	0.1597	0.2144	96.35%	-99.9970	False
hybrid fb c0.80 s18 w0.2 e0.50-1.00	0.0161	0.7154	0.0504	0.1613	0.2144	96.35%	-99.9839	False
hybrid fb c0.80 s18 w0.2 e0.75-1.00	0.0161	0.7154	0.0504	0.1613	0.2144	96.35%	-99.9839	False
hybrid fb c0.80 s18 w0.2 e0.25-1.00	0.0161	0.7154	0.0504	0.1613	0.2144	96.35%	-99.9839	False
hybrid fb c0.80 s18 w0.3 e0.50-1.00	0.0100	0.7130	0.0501	0.1607	0.2144	96.35%	-99.9900	False
hybrid fb c0.80 s18 w0.3 e0.75-1.00	0.0100	0.7130	0.0501	0.1607	0.2144	96.35%	-99.9900	False
hybrid fb c0.80 s18 w0.3 e0.25-1.00	0.0100	0.7130	0.0501	0.1607	0.2144	96.35%	-99.9900	False
hybrid fb c0.80 s18 w0.4 e0.50-1.00	0.0033	0.7102	0.0498	0.1600	0.2144	96.35%	-99.9967	False
hybrid fb c0.80 s18 w0.4 e0.75-1.00	0.0033	0.7102	0.0498	0.1600	0.2144	96.35%	-99.9967	False
hybrid fb c0.80 s18 w0.4 e0.25-1.00	0.0033	0.7102	0.0498	0.1600	0.2144	96.35%	-99.9967	False
hybrid fb c0.80 s18 w0.5 e0.50-1.00	-0.0036	0.7074	0.0495	0.1592	0.2144	96.35%	-100.0036	False
hybrid fb c0.80 s18 w0.5 e0.75-1.00	-0.0036	0.7074	0.0495	0.1592	0.2144	96.35%	-100.0036	False
hybrid fb c0.80 s18 w0.5 e0.25-1.00	-0.0036	0.7074	0.0495	0.1592	0.2144	96.35%	-100.0036	False
hybrid fb c0.80 s18 w0.6 e0.50-1.00	-0.0107	0.7043	0.0492	0.1585	0.2144	96.35%	-100.0107	False
hybrid fb c0.80 s18 w0.6 e0.75-1.00	-0.0107	0.7043	0.0492	0.1585	0.2144	96.35%	-100.0107	False
hybrid fb c0.80 s18 w0.6 e0.25-1.00	-0.0107	0.7043	0.0492	0.1585	0.2144	96.35%	-100.0107	False
hybrid fb c0.80 s20 w0.2 e0.50-1.00	0.0074	0.6969	0.0488	0.1572	0.2144	96.35%	-99.9926	False
hybrid fb c0.80 s20 w0.2 e0.75-1.00	0.0074	0.6969	0.0488	0.1572	0.2144	96.35%	-99.9926	False
hybrid fb c0.80 s20 w0.2 e0.25-1.00	0.0074	0.6969	0.0488	0.1572	0.2144	96.35%	-99.9926	False
hybrid fb c0.80 s20 w0.3 e0.50-1.00	0.0012	0.6943	0.0485	0.1565	0.2144	96.35%	-99.9988	False
hybrid fb c0.80 s20 w0.3 e0.75-1.00	0.0012	0.6943	0.0485	0.1565	0.2144	96.35%	-99.9988	False
hybrid fb c0.80 s20 w0.3 e0.25-1.00	0.0012	0.6943	0.0485	0.1565	0.2144	96.35%	-99.9988	False
hybrid fb c0.80 s20 w0.4 e0.50-1.00	-0.0055	0.6915	0.0482	0.1558	0.2144	96.35%	-100.0055	False
hybrid fb c0.80 s20 w0.4 e0.75-1.00	-0.0055	0.6915	0.0482	0.1558	0.2144	96.35%	-100.0055	False
hybrid fb c0.80 s20 w0.4 e0.25-1.00	-0.0055	0.6915	0.0482	0.1558	0.2144	96.35%	-100.0055	False
hybrid fb c0.80 s20 w0.5 e0.50-1.00	-0.0125	0.6886	0.0479	0.1551	0.2144	96.35%	-100.0125	False
hybrid fb c0.80 s20 w0.5 e0.75-1.00	-0.0125	0.6886	0.0479	0.1551	0.2144	96.35%	-100.0125	False
hybrid fb c0.80 s20 w0.5 e0.25-1.00	-0.0125	0.6886	0.0479	0.1551	0.2144	96.35%	-100.0125	False
hybrid fb c0.80 s20 w0.6 e0.50-1.00	-0.0196	0.6856	0.0476	0.1543	0.2144	96.35%	-100.0196	False
hybrid fb c0.80 s20 w0.6 e0.75-1.00	-0.0196	0.6856	0.0476	0.1543	0.2144	96.35%	-100.0196	False
hybrid fb c0.80 s20 w0.6 e0.25-1.00	-0.0196	0.6856	0.0476	0.1543	0.2144	96.35%	-100.0196	False
hybrid fb c0.80 s22 w0.2 e0.50-1.00	-0.0162	0.6906	0.0482	0.1567	0.2144	96.35%	-100.0162	False
hybrid fb c0.80 s22 w0.2 e0.75-1.00	-0.0162	0.6906	0.0482	0.1567	0.2144	96.35%	-100.0162	False
hybrid fb c0.80 s22 w0.2 e0.25-1.00	-0.0162	0.6906	0.0482	0.1567	0.2144	96.35%	-100.0162	False
hybrid fb c0.80 s22 w0.3 e0.50-1.00	-0.0225	0.6881	0.0479	0.1560	0.2144	96.35%	-100.0225	False
hybrid fb c0.80 s22 w0.3 e0.75-1.00	-0.0225	0.6881	0.0479	0.1560	0.2144	96.35%	-100.0225	False
hybrid fb c0.80 s22 w0.3 e0.25-1.00	-0.0225	0.6881	0.0479	0.1560	0.2144	96.35%	-100.0225	False
hybrid fb c0.80 s22 w0.4 e0.50-1.00	-0.0291	0.6853	0.0476	0.1553	0.2144	96.35%	-100.0291	False
hybrid fb c0.80 s22 w0.4 e0.75-1.00	-0.0291	0.6853	0.0476	0.1553	0.2144	96.35%	-100.0291	False
hybrid fb c0.80 s22 w0.4 e0.25-1.00	-0.0291	0.6853	0.0476	0.1553	0.2144	96.35%	-100.0291	False
hybrid fb c0.80 s22 w0.5 e0.50-1.00	-0.0360	0.6824	0.0473	0.1546	0.2144	96.35%	-100.0360	False
hybrid fb c0.80 s22 w0.5 e0.75-1.00	-0.0360	0.6824	0.0473	0.1546	0.2144	96.35%	-100.0360	False
hybrid fb c0.80 s22 w0.5 e0.25-1.00	-0.0360	0.6824	0.0473	0.1546	0.2144	96.35%	-100.0360	False
hybrid fb c0.80 s22 w0.6 e0.50-1.00	-0.0431	0.6794	0.0470	0.1538	0.2144	96.35%	-100.0431	False
hybrid fb c0.80 s22 w0.6 e0.75-1.00	-0.0431	0.6794	0.0470	0.1538	0.2144	96.35%	-100.0431	False
hybrid fb c0.80 s22 w0.6 e0.25-1.00	-0.0431	0.6794	0.0470	0.1538	0.2144	96.35%	-100.0431	False
hybrid fb c0.80 s25 w0.2 e0.50-1.00	-0.0272	0.6800	0.0472	0.1544	0.2144	96.35%	-100.0272	False
hybrid fb c0.80 s25 w0.2 e0.75-1.00	-0.0272	0.6800	0.0472	0.1544	0.2144	96.35%	-100.0272	False
hybrid fb c0.80 s25 w0.2 e0.25-1.00	-0.0272	0.6800	0.0472	0.1544	0.2144	96.35%	-100.0272	False
hybrid fb c0.80 s25 w0.3 e0.50-1.00	-0.0334	0.6775	0.0469	0.1538	0.2144	96.35%	-100.0334	False
hybrid fb c0.80 s25 w0.3 e0.75-1.00	-0.0334	0.6775	0.0469	0.1538	0.2144	96.35%	-100.0334	False
hybrid fb c0.80 s25 w0.3 e0.25-1.00	-0.0334	0.6775	0.0469	0.1538	0.2144	96.35%	-100.0334	False
hybrid fb c0.80 s25 w0.4 e0.50-1.00	-0.0400	0.6748	0.0466	0.1531	0.2144	96.35%	-100.0400	False
hybrid fb c0.80 s25 w0.4 e0.75-1.00	-0.0400	0.6748	0.0466	0.1531	0.2144	96.35%	-100.0400	False
hybrid fb c0.80 s25 w0.4 e0.25-1.00	-0.0400	0.6748	0.0466	0.1531	0.2144	96.35%	-100.0400	False
hybrid fb c0.80 s25 w0.5 e0.50-1.00	-0.0468	0.6720	0.0463	0.1523	0.2144	96.35%	-100.0468	False
hybrid fb c0.80 s25 w0.5 e0.75-1.00	-0.0468	0.6720	0.0463	0.1523	0.2144	96.35%	-100.0468	False
hybrid fb c0.80 s25 w0.5 e0.25-1.00	-0.0468	0.6720	0.0463	0.1523	0.2144	96.35%	-100.0468	False
