name	min_sharpe	mean_sharpe	mean_return	coverage	meets_target
hybrid c0.95 s22 w0.5 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c0.95 s22 w0.5 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c0.95 s25 w0.1 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c0.95 s25 w0.1 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c0.95 s25 w0.2 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c0.95 s25 w0.2 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c0.95 s25 w0.3 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c0.95 s25 w0.3 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c0.95 s25 w0.4 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c0.95 s25 w0.4 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c0.95 s25 w0.5 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c0.95 s25 w0.5 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.00 s10 w0.1 c5	0.0000	0.5911	0.0296	12.06%	False
hybrid c1.00 s10 w0.1 c10	-0.0542	-0.0493	-0.0041	12.06%	False
hybrid c1.00 s10 w0.2 c5	0.0000	0.5911	0.0296	12.06%	False
hybrid c1.00 s10 w0.2 c10	-0.0542	-0.0493	-0.0041	12.06%	False
hybrid c1.00 s10 w0.3 c5	0.0000	0.5911	0.0296	12.06%	False
hybrid c1.00 s10 w0.3 c10	-0.0542	-0.0493	-0.0041	12.06%	False
hybrid c1.00 s10 w0.4 c5	0.0000	0.5911	0.0296	12.06%	False
hybrid c1.00 s10 w0.4 c10	-0.0542	-0.0493	-0.0041	12.06%	False
hybrid c1.00 s10 w0.5 c5	0.0000	0.5911	0.0296	12.06%	False
hybrid c1.00 s10 w0.5 c10	-0.0542	-0.0493	-0.0041	12.06%	False
hybrid c1.00 s12 w0.1 c5	0.0000	0.6053	0.0306	12.06%	False
hybrid c1.00 s12 w0.1 c10	-0.0290	-0.0264	-0.0030	12.06%	False
hybrid c1.00 s12 w0.2 c5	0.0000	0.6053	0.0306	12.06%	False
hybrid c1.00 s12 w0.2 c10	-0.0290	-0.0264	-0.0030	12.06%	False
hybrid c1.00 s12 w0.3 c5	0.0000	0.6053	0.0306	12.06%	False
hybrid c1.00 s12 w0.3 c10	-0.0290	-0.0264	-0.0030	12.06%	False
hybrid c1.00 s12 w0.4 c5	0.0000	0.6053	0.0306	12.06%	False
hybrid c1.00 s12 w0.4 c10	-0.0290	-0.0264	-0.0030	12.06%	False
hybrid c1.00 s12 w0.5 c5	0.0000	0.6053	0.0306	12.06%	False
hybrid c1.00 s12 w0.5 c10	-0.0290	-0.0264	-0.0030	12.06%	False
hybrid c1.00 s14 w0.1 c5	0.0000	0.6186	0.0316	12.06%	False
hybrid c1.00 s14 w0.1 c10	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid c1.00 s14 w0.2 c5	0.0000	0.6186	0.0316	12.06%	False
hybrid c1.00 s14 w0.2 c10	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid c1.00 s14 w0.3 c5	0.0000	0.6186	0.0316	12.06%	False
hybrid c1.00 s14 w0.3 c10	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid c1.00 s14 w0.4 c5	0.0000	0.6186	0.0316	12.06%	False
hybrid c1.00 s14 w0.4 c10	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid c1.00 s14 w0.5 c5	0.0000	0.6186	0.0316	12.06%	False
hybrid c1.00 s14 w0.5 c10	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid c1.00 s16 w0.1 c5	0.0000	0.6299	0.0323	12.06%	False
hybrid c1.00 s16 w0.1 c10	0.0000	0.0099	-0.0011	12.06%	False
hybrid c1.00 s16 w0.2 c5	0.0000	0.6299	0.0323	12.06%	False
hybrid c1.00 s16 w0.2 c10	0.0000	0.0099	-0.0011	12.06%	False
hybrid c1.00 s16 w0.3 c5	0.0000	0.6299	0.0323	12.06%	False
hybrid c1.00 s16 w0.3 c10	0.0000	0.0099	-0.0011	12.06%	False
hybrid c1.00 s16 w0.4 c5	0.0000	0.6299	0.0323	12.06%	False
hybrid c1.00 s16 w0.4 c10	0.0000	0.0099	-0.0011	12.06%	False
hybrid c1.00 s16 w0.5 c5	0.0000	0.6299	0.0323	12.06%	False
hybrid c1.00 s16 w0.5 c10	0.0000	0.0099	-0.0011	12.06%	False
hybrid c1.00 s18 w0.1 c5	0.0000	0.6182	0.0319	12.06%	False
hybrid c1.00 s18 w0.1 c10	0.0000	0.0050	-0.0014	12.06%	False
hybrid c1.00 s18 w0.2 c5	0.0000	0.6182	0.0319	12.06%	False
hybrid c1.00 s18 w0.2 c10	0.0000	0.0050	-0.0014	12.06%	False
hybrid c1.00 s18 w0.3 c5	0.0000	0.6182	0.0319	12.06%	False
hybrid c1.00 s18 w0.3 c10	0.0000	0.0050	-0.0014	12.06%	False
hybrid c1.00 s18 w0.4 c5	0.0000	0.6182	0.0319	12.06%	False
hybrid c1.00 s18 w0.4 c10	0.0000	0.0050	-0.0014	12.06%	False
hybrid c1.00 s18 w0.5 c5	0.0000	0.6182	0.0319	12.06%	False
hybrid c1.00 s18 w0.5 c10	0.0000	0.0050	-0.0014	12.06%	False
hybrid c1.00 s20 w0.1 c5	0.0000	0.5777	0.0298	12.06%	False
hybrid c1.00 s20 w0.1 c10	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid c1.00 s20 w0.2 c5	0.0000	0.5777	0.0298	12.06%	False
hybrid c1.00 s20 w0.2 c10	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid c1.00 s20 w0.3 c5	0.0000	0.5777	0.0298	12.06%	False
hybrid c1.00 s20 w0.3 c10	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid c1.00 s20 w0.4 c5	0.0000	0.5777	0.0298	12.06%	False
hybrid c1.00 s20 w0.4 c10	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid c1.00 s20 w0.5 c5	0.0000	0.5777	0.0298	12.06%	False
hybrid c1.00 s20 w0.5 c10	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid c1.00 s22 w0.1 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c1.00 s22 w0.1 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c1.00 s22 w0.2 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c1.00 s22 w0.2 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c1.00 s22 w0.3 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c1.00 s22 w0.3 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c1.00 s22 w0.4 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c1.00 s22 w0.4 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c1.00 s22 w0.5 c5	0.0000	0.5468	0.0284	12.06%	False
hybrid c1.00 s22 w0.5 c10	-0.0554	-0.0503	-0.0044	12.06%	False
hybrid c1.00 s25 w0.1 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c1.00 s25 w0.1 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.00 s25 w0.2 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c1.00 s25 w0.2 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.00 s25 w0.3 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c1.00 s25 w0.3 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.00 s25 w0.4 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c1.00 s25 w0.4 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.00 s25 w0.5 c5	0.0000	0.5304	0.0279	12.06%	False
hybrid c1.00 s25 w0.5 c10	-0.0591	-0.0536	-0.0047	12.06%	False
hybrid c1.02 s10 w0.1 c5	0.0000	0.4685	0.0195	8.46%	False
hybrid c1.02 s10 w0.1 c10	-0.3567	-0.3240	-0.0148	8.46%	False
hybrid c1.02 s10 w0.2 c5	0.0000	0.4685	0.0195	8.46%	False
hybrid c1.02 s10 w0.2 c10	-0.3567	-0.3240	-0.0148	8.46%	False
hybrid c1.02 s10 w0.3 c5	0.0000	0.4685	0.0195	8.46%	False
hybrid c1.02 s10 w0.3 c10	-0.3567	-0.3240	-0.0148	8.46%	False
hybrid c1.02 s10 w0.4 c5	0.0000	0.4685	0.0195	8.46%	False
hybrid c1.02 s10 w0.4 c10	-0.3567	-0.3240	-0.0148	8.46%	False
hybrid c1.02 s10 w0.5 c5	0.0000	0.4685	0.0195	8.46%	False
hybrid c1.02 s10 w0.5 c10	-0.3567	-0.3240	-0.0148	8.46%	False
hybrid c1.02 s12 w0.1 c5	0.0000	0.4895	0.0207	8.46%	False
hybrid c1.02 s12 w0.1 c10	-0.3233	-0.2936	-0.0137	8.46%	False
hybrid c1.02 s12 w0.2 c5	0.0000	0.4895	0.0207	8.46%	False
hybrid c1.02 s12 w0.2 c10	-0.3233	-0.2936	-0.0137	8.46%	False
hybrid c1.02 s12 w0.3 c5	0.0000	0.4895	0.0207	8.46%	False
hybrid c1.02 s12 w0.3 c10	-0.3233	-0.2936	-0.0137	8.46%	False
hybrid c1.02 s12 w0.4 c5	0.0000	0.4895	0.0207	8.46%	False
hybrid c1.02 s12 w0.4 c10	-0.3233	-0.2936	-0.0137	8.46%	False
hybrid c1.02 s12 w0.5 c5	0.0000	0.4895	0.0207	8.46%	False
hybrid c1.02 s12 w0.5 c10	-0.3233	-0.2936	-0.0137	8.46%	False
hybrid c1.02 s14 w0.1 c5	0.0000	0.5272	0.0226	8.46%	False
hybrid c1.02 s14 w0.1 c10	-0.2740	-0.2488	-0.0119	8.46%	False
hybrid c1.02 s14 w0.2 c5	0.0000	0.5272	0.0226	8.46%	False
hybrid c1.02 s14 w0.2 c10	-0.2740	-0.2488	-0.0119	8.46%	False
hybrid c1.02 s14 w0.3 c5	0.0000	0.5272	0.0226	8.46%	False
hybrid c1.02 s14 w0.3 c10	-0.2740	-0.2488	-0.0119	8.46%	False
hybrid c1.02 s14 w0.4 c5	0.0000	0.5272	0.0226	8.46%	False
hybrid c1.02 s14 w0.4 c10	-0.2740	-0.2488	-0.0119	8.46%	False
hybrid c1.02 s14 w0.5 c5	0.0000	0.5272	0.0226	8.46%	False
hybrid c1.02 s14 w0.5 c10	-0.2740	-0.2488	-0.0119	8.46%	False
hybrid c1.02 s16 w0.1 c5	0.0000	0.5312	0.0228	8.46%	False
hybrid c1.02 s16 w0.1 c10	-0.2647	-0.2404	-0.0116	8.46%	False
hybrid c1.02 s16 w0.2 c5	0.0000	0.5312	0.0228	8.46%	False
hybrid c1.02 s16 w0.2 c10	-0.2647	-0.2404	-0.0116	8.46%	False
hybrid c1.02 s16 w0.3 c5	0.0000	0.5312	0.0228	8.46%	False
hybrid c1.02 s16 w0.3 c10	-0.2647	-0.2404	-0.0116	8.46%	False
hybrid c1.02 s16 w0.4 c5	0.0000	0.5312	0.0228	8.46%	False
hybrid c1.02 s16 w0.4 c10	-0.2647	-0.2404	-0.0116	8.46%	False
hybrid c1.02 s16 w0.5 c5	0.0000	0.5312	0.0228	8.46%	False
hybrid c1.02 s16 w0.5 c10	-0.2647	-0.2404	-0.0116	8.46%	False
hybrid c1.02 s18 w0.1 c5	0.0000	0.5155	0.0222	8.46%	False
hybrid c1.02 s18 w0.1 c10	-0.2741	-0.2489	-0.0120	8.46%	False
hybrid c1.02 s18 w0.2 c5	0.0000	0.5155	0.0222	8.46%	False
hybrid c1.02 s18 w0.2 c10	-0.2741	-0.2489	-0.0120	8.46%	False
hybrid c1.02 s18 w0.3 c5	0.0000	0.5155	0.0222	8.46%	False
hybrid c1.02 s18 w0.3 c10	-0.2741	-0.2489	-0.0120	8.46%	False
hybrid c1.02 s18 w0.4 c5	0.0000	0.5155	0.0222	8.46%	False
hybrid c1.02 s18 w0.4 c10	-0.2741	-0.2489	-0.0120	8.46%	False
hybrid c1.02 s18 w0.5 c5	0.0000	0.5155	0.0222	8.46%	False
hybrid c1.02 s18 w0.5 c10	-0.2741	-0.2489	-0.0120	8.46%	False
hybrid c1.02 s20 w0.1 c5	0.0000	0.4795	0.0208	8.46%	False
hybrid c1.02 s20 w0.1 c10	-0.3038	-0.2759	-0.0133	8.46%	False
hybrid c1.02 s20 w0.2 c5	0.0000	0.4795	0.0208	8.46%	False
hybrid c1.02 s20 w0.2 c10	-0.3038	-0.2759	-0.0133	8.46%	False
hybrid c1.02 s20 w0.3 c5	0.0000	0.4795	0.0208	8.46%	False
hybrid c1.02 s20 w0.3 c10	-0.3038	-0.2759	-0.0133	8.46%	False
hybrid c1.02 s20 w0.4 c5	0.0000	0.4795	0.0208	8.46%	False
hybrid c1.02 s20 w0.4 c10	-0.3038	-0.2759	-0.0133	8.46%	False
hybrid c1.02 s20 w0.5 c5	0.0000	0.4795	0.0208	8.46%	False
hybrid c1.02 s20 w0.5 c10	-0.3038	-0.2759	-0.0133	8.46%	False
hybrid c1.02 s22 w0.1 c5	0.0000	0.4511	0.0196	8.46%	False
hybrid c1.02 s22 w0.1 c10	-0.3245	-0.2947	-0.0143	8.46%	False
hybrid c1.02 s22 w0.2 c5	0.0000	0.4511	0.0196	8.46%	False
hybrid c1.02 s22 w0.2 c10	-0.3245	-0.2947	-0.0143	8.46%	False
hybrid c1.02 s22 w0.3 c5	0.0000	0.4511	0.0196	8.46%	False
hybrid c1.02 s22 w0.3 c10	-0.3245	-0.2947	-0.0143	8.46%	False
hybrid c1.02 s22 w0.4 c5	0.0000	0.4511	0.0196	8.46%	False
hybrid c1.02 s22 w0.4 c10	-0.3245	-0.2947	-0.0143	8.46%	False
hybrid c1.02 s22 w0.5 c5	0.0000	0.4511	0.0196	8.46%	False
hybrid c1.02 s22 w0.5 c10	-0.3245	-0.2947	-0.0143	8.46%	False
hybrid c1.02 s25 w0.1 c5	0.0000	0.4334	0.0191	8.46%	False
hybrid c1.02 s25 w0.1 c10	-0.3271	-0.2971	-0.0147	8.46%	False
hybrid c1.02 s25 w0.2 c5	0.0000	0.4334	0.0191	8.46%	False
hybrid c1.02 s25 w0.2 c10	-0.3271	-0.2971	-0.0147	8.46%	False
hybrid c1.02 s25 w0.3 c5	0.0000	0.4334	0.0191	8.46%	False
hybrid c1.02 s25 w0.3 c10	-0.3271	-0.2971	-0.0147	8.46%	False
hybrid c1.02 s25 w0.4 c5	0.0000	0.4334	0.0191	8.46%	False
hybrid c1.02 s25 w0.4 c10	-0.3271	-0.2971	-0.0147	8.46%	False
hybrid c1.02 s25 w0.5 c5	0.0000	0.4334	0.0191	8.46%	False
hybrid c1.02 s25 w0.5 c10	-0.3271	-0.2971	-0.0147	8.46%	False
canonical_vol sign1 s10 c5	0.0000	1.4270	0.0716	19.96%	False
canonical_vol sign1 s10 c10	0.0000	1.0492	0.0508	19.96%	False
canonical_vol sign1 s15 c5	0.0000	1.3477	0.0698	19.96%	False
canonical_vol sign1 s15 c10	0.0000	1.0380	0.0521	19.96%	False
canonical_vol sign1 s20 c5	0.0000	1.3083	0.0696	19.96%	False
canonical_vol sign1 s20 c10	0.0000	1.0350	0.0535	19.96%	False
canonical_vol sign1 s25 c5	0.0000	1.4950	0.0835	19.96%	False
canonical_vol sign1 s25 c10	0.0000	1.2472	0.0679	19.96%	False
canonical_vol sign1 s30 c5	0.0000	1.5239	0.0858	19.96%	False
canonical_vol sign1 s30 c10	0.0000	1.2902	0.0709	19.96%	False
canonical_vol sign-1 s10 c5	-2.1823	-2.1823	-0.0889	19.96%	False
canonical_vol sign-1 s10 c10	-2.5595	-2.5595	-0.1015	19.96%	False
canonical_vol sign-1 s15 c5	-1.9663	-1.9663	-0.0841	19.96%	False
canonical_vol sign-1 s15 c10	-2.2749	-2.2749	-0.0951	19.96%	False
canonical_vol sign-1 s20 c5	-1.8540	-1.8540	-0.0821	19.96%	False
canonical_vol sign-1 s20 c10	-2.1261	-2.1261	-0.0922	19.96%	False
canonical_vol sign-1 s25 c5	-1.9898	-1.9898	-0.0893	19.96%	False
canonical_vol sign-1 s25 c10	-2.2366	-2.2366	-0.0984	19.96%	False
canonical_vol sign-1 s30 c5	-1.9902	-1.9902	-0.0897	19.96%	False
canonical_vol sign-1 s30 c10	-2.2226	-2.2226	-0.0983	19.96%	False
mom_minus_vol sign1 s10 c5	-2.1808	-2.1808	-0.0805	19.96%	False
mom_minus_vol sign1 s10 c10	-2.7881	-2.7881	-0.0990	19.96%	False
mom_minus_vol sign1 s15 c5	-1.4020	-1.4020	-0.0578	19.96%	False
mom_minus_vol sign1 s15 c10	-1.8675	-1.8675	-0.0744	19.96%	False
mom_minus_vol sign1 s20 c5	-1.4509	-1.4509	-0.0622	19.96%	False
mom_minus_vol sign1 s20 c10	-1.8346	-1.8346	-0.0763	19.96%	False
mom_minus_vol sign1 s25 c5	-1.7776	-1.7776	-0.0767	19.96%	False
mom_minus_vol sign1 s25 c10	-2.1123	-2.1123	-0.0889	19.96%	False
mom_minus_vol sign1 s30 c5	-1.7996	-1.7996	-0.0789	19.96%	False
mom_minus_vol sign1 s30 c10	-2.1080	-2.1080	-0.0903	19.96%	False
mom_minus_vol sign-1 s10 c5	0.0000	0.9599	0.0409	19.96%	False
mom_minus_vol sign-1 s10 c10	0.0000	0.3478	0.0134	19.96%	False
mom_minus_vol sign-1 s15 c5	0.0000	0.4671	0.0197	19.96%	False
mom_minus_vol sign-1 s15 c10	-0.0017	-0.0017	-0.0015	19.96%	False
mom_minus_vol sign-1 s20 c5	0.0000	0.6806	0.0312	19.96%	False
mom_minus_vol sign-1 s20 c10	0.0000	0.2943	0.0122	19.96%	False
mom_minus_vol sign-1 s25 c5	0.0000	1.1063	0.0555	19.96%	False
mom_minus_vol sign-1 s25 c10	0.0000	0.7699	0.0371	19.96%	False
mom_minus_vol sign-1 s30 c5	0.0000	1.1804	0.0609	19.96%	False
mom_minus_vol sign-1 s30 c10	0.0000	0.8698	0.0433	19.96%	False
mom_resid_vol sign1 s10 c5	0.0000	0.7354	0.0278	19.96%	False
mom_resid_vol sign1 s10 c10	-0.1029	-0.1029	-0.0049	19.96%	False
mom_resid_vol sign1 s15 c5	0.0000	1.4467	0.0593	19.96%	False
mom_resid_vol sign1 s15 c10	0.0000	0.7633	0.0295	19.96%	False
mom_resid_vol sign1 s20 c5	0.0000	1.2901	0.0522	19.96%	False
mom_resid_vol sign1 s20 c10	0.0000	0.6878	0.0263	19.96%	False
mom_resid_vol sign1 s25 c5	0.0000	0.8958	0.0369	19.96%	False
mom_resid_vol sign1 s25 c10	0.0000	0.3759	0.0143	19.96%	False
mom_resid_vol sign1 s30 c5	0.0000	0.9440	0.0404	19.96%	False
mom_resid_vol sign1 s30 c10	0.0000	0.4734	0.0190	19.96%	False
mom_resid_vol sign-1 s10 c5	-2.4141	-2.4141	-0.0807	19.96%	False
mom_resid_vol sign-1 s10 c10	-3.2512	-3.2512	-0.1036	19.96%	False
mom_resid_vol sign-1 s15 c5	-2.8155	-2.8155	-0.0932	19.96%	False
mom_resid_vol sign-1 s15 c10	-3.4992	-3.4992	-0.1115	19.96%	False
mom_resid_vol sign-1 s20 c5	-2.4969	-2.4969	-0.0842	19.96%	False
mom_resid_vol sign-1 s20 c10	-3.1003	-3.1003	-0.1009	19.96%	False
mom_resid_vol sign-1 s25 c5	-1.9365	-1.9365	-0.0708	19.96%	False
mom_resid_vol sign-1 s25 c10	-2.4565	-2.4565	-0.0869	19.96%	False
mom_resid_vol sign-1 s30 c5	-1.8872	-1.8872	-0.0712	19.96%	False
mom_resid_vol sign-1 s30 c10	-2.3593	-2.3593	-0.0862	19.96%	False
radial_distance sign1 s10 c5	0.0000	0.3317	0.0091	19.96%	False
radial_distance sign1 s10 c10	-0.2042	-0.2042	-0.0065	19.96%	False
radial_distance sign1 s15 c5	0.0000	0.5194	0.0151	19.96%	False
radial_distance sign1 s15 c10	0.0000	0.0646	0.0013	19.96%	False
radial_distance sign1 s20 c5	0.0000	0.3900	0.0111	19.96%	False
radial_distance sign1 s20 c10	-0.0271	-0.0271	-0.0015	19.96%	False
radial_distance sign1 s25 c5	0.0000	0.2422	0.0067	19.96%	False
radial_distance sign1 s25 c10	-0.1439	-0.1439	-0.0050	19.96%	False
radial_distance sign1 s30 c5	0.0000	0.1299	0.0033	19.96%	False
radial_distance sign1 s30 c10	-0.2356	-0.2356	-0.0078	19.96%	False
radial_distance sign-1 s10 c5	-1.3999	-1.3999	-0.0389	19.96%	False
radial_distance sign-1 s10 c10	-1.9312	-1.9312	-0.0523	19.96%	False
radial_distance sign-1 s15 c5	-1.4256	-1.4256	-0.0404	19.96%	False
radial_distance sign-1 s15 c10	-1.8762	-1.8762	-0.0520	19.96%	False
radial_distance sign-1 s20 c5	-1.2214	-1.2214	-0.0352	19.96%	False
radial_distance sign-1 s20 c10	-1.6348	-1.6348	-0.0461	19.96%	False
radial_distance sign-1 s25 c5	-1.0108	-1.0108	-0.0300	19.96%	False
radial_distance sign-1 s25 c10	-1.3925	-1.3925	-0.0405	19.96%	False
radial_distance sign-1 s30 c5	-0.8580	-0.8580	-0.0260	19.96%	False
radial_distance sign-1 s30 c10	-1.2199	-1.2199	-0.0362	19.96%	False
hybrid soft s14 w0.2	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid soft s14 w0.3	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid soft s14 w0.4	-0.0069	-0.0063	-0.0020	12.06%	False
hybrid soft s16 w0.2	0.0000	0.0099	-0.0011	12.06%	False
hybrid soft s16 w0.3	0.0000	0.0099	-0.0011	12.06%	False
hybrid soft s16 w0.4	0.0000	0.0099	-0.0011	12.06%	False
hybrid soft s18 w0.2	0.0000	0.0050	-0.0014	12.06%	False
hybrid soft s18 w0.3	0.0000	0.0050	-0.0014	12.06%	False
hybrid soft s18 w0.4	0.0000	0.0050	-0.0014	12.06%	False
hybrid soft s20 w0.2	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid soft s20 w0.3	-0.0299	-0.0271	-0.0031	12.06%	False
hybrid soft s20 w0.4	-0.0299	-0.0271	-0.0031	12.06%	False
